Post Date,Description,Debit,Credit
3/23/2020,BIG,24.05,0
3/23/2020,PRIVATE SECTOR,75,0
3/21/2020,RALPH'S THRIFTWA,47.19,0
3/21/2020,MCDONALDS,3.8,0
3/21/2020,RITE AID,9.83,0
3/21/2020,FREDMEYER,52.44,0
3/21/2020,SQ SAN,25.9,0
3/21/2020,TACO BELL,10.88,0
3/21/2020,COSTCO WHSE,133.01,0
3/20/2020,First Media,29,0
3/20/2020,RALPH'S THRIFTWA,4.14,0
3/20/2020,RALPH'S THRIFTWA,20,0
3/20/2020,FREDMEYER,77.89,0
3/20/2020,COSTCO WHSE,25.76,0
3/20/2020,COSTCO WHSE,107.63,0
3/20/2020,SQ TAYLOR,11.56,0
3/20/2020,SUBWAY OLYMPIA,14.82,0
3/20/2020,SUBWAY OLYMPIA,10.04,0
3/20/2020,ALBERTSONS,88.96,0
3/20/2020,ALBERTSONS,15.2,0
3/20/2020,NATURES BOOST,49.95,0
3/20/2020,OLYMPIA SUPPLY,50.21,0
3/20/2020,BIG,256.82,0
3/20/2020,BAYVIEW THRIFTWA,5.59,0
3/20/2020,GOOGLE YouTube,4.31,0
3/19/2020,PHO TAI,14.27,0
3/19/2020,MCDONALDS,3.25,0
3/19/2020,MCDONALDS,1.09,0
3/19/2020,ALASKA AIR,290.8,0
3/19/2020,SQ TAYLOR,15.96,0
3/19/2020,SUPER SUPPLEMENT,30.59,0
3/19/2020,GUARDIAN SELF,82,0
3/19/2020,NATURES BOOST,9.99,0
3/19/2020,BAYVIEW THRIFTWA,32.3,0
3/19/2020,WIRE TRANSFER,30,0
3/19/2020,WIRE TO,3311,0
3/18/2020,Check,180,0
3/18/2020,SQ GLOBAL,50,0
3/18/2020,RALPH'S THRIFTWA,36.47,0
3/18/2020,RALPH'S THRIFTWA,29.04,0
3/18/2020,TWISTER DONUTS,7.55,0
3/18/2020,SUBWAY OLYMPIA,8.64,0
3/18/2020,AARON PACKAGING,600.64,0
3/17/2020,Check,22.32,0
3/17/2020,SouthSoundYMCA PURCHASE,72.9,0
3/17/2020,MCDONALDS,10.96,0
3/17/2020,SQ BOTTOM,70,0
3/17/2020,SAFEWAY,23.06,0
3/17/2020,BIG,16.36,0
3/16/2020,FEDEX OFFIC,36.49,0
3/16/2020,FRED M,27.14,0
3/16/2020,FREDMEYER,31.83,0
3/16/2020,OFFICE DEPOT,84.06,0
3/16/2020,QpidNetwork,0.04,0
3/16/2020,QpidNetwork,3.99,0
3/16/2020,FREDMEYER,196.29,0
3/16/2020,SHELL OIL,22.63,0
3/16/2020,ISLAND CAFE,11.79,0
3/16/2020,WSFERRIESANACOR SEATTLE,28.6,0
3/16/2020,ANACORTES HENERY,10.86,0
3/16/2020,LOPEZ VILLAGE,31.6,0
3/16/2020,MCDONALDS,8.27,0
3/16/2020,MCDONALDS,1.09,0
3/16/2020,SQ POUTINE,26.4,0
3/16/2020,O BLARNEYS,22.93,0
3/16/2020,HAIR MASTERS,77.98,0
3/16/2020,ALBERTSONS,158.95,0
3/16/2020,ALBERTSONS,184.63,0
3/16/2020,Jack Russell,64,0
3/16/2020,CHIPOTLE,22.95,0
3/16/2020,HOWARDS CLEANERS,8.65,0
3/16/2020,Check Deposit,,116269.07
3/14/2020,THURSTON COUNTY,20,0
3/14/2020,SAFEWAY,29.33,0
3/14/2020,SQ SAN,29.14,0
3/14/2020,HEALTHPRODUCTSFO,38.98,0
3/14/2020,LOWE'S,120.19,0
3/14/2020,SAFEWAY,23.52,0
3/14/2020,COSTCO WHSE,4.35,0
3/14/2020,COSTCO WHSE,214.62,0
3/14/2020,DES STATE,10.93,0
3/14/2020,MECONI'S SUBS,13.84,0
3/13/2020,SUPER QUALITY,184.72,0
3/13/2020,RALPH'S THRIFTWA,14.06,0
3/13/2020,MCDONALDS,5.33,0
3/13/2020,SQ WAGNER'S,6.95,0
3/13/2020,DAIRY QUEEN,3.71,0
3/13/2020,SQ TAYLOR,5.92,0
3/13/2020,FITNESS SINGLES,39.99,0
3/13/2020,TACOS CALIFORNIA,13.75,0
3/13/2020,FAR EAST,17.97,0
3/13/2020,Transfer Deposit,,1000
3/12/2020,SPIRIT AIRL,42.8,0
3/12/2020,TACO TIME,18.44,0
3/12/2020,COSTCO WHSE,381.19,0
3/11/2020,Check,103.52,0
3/11/2020,SAIGON FUSION,13.56,0
3/11/2020,SP,378.18,0
3/11/2020,SHARIS OF,22.01,0
3/11/2020,LA FITNESS,393.48,0
3/11/2020,LA FITNESS,21.85,0
3/11/2020,WINCO FOODS,264.41,0
3/11/2020,COSTCO WHSE,327.93,0
3/11/2020,FIRST MEDIA,29,0
3/11/2020,HEAVENLY DONUTS,2.24,0
3/11/2020,FAR EAST,27.39,0
3/10/2020,STORMANS INC,76.76,0
3/10/2020,STORMANS INC,17,0
3/10/2020,CONCERNEDPATRIOT,39.97,0
3/10/2020,PHO TAI,16.29,0
3/10/2020,TARGET T,42.49,0
3/10/2020,FRED M,38.92,0
3/10/2020,FREDMEYER,162.72,0
3/10/2020,WM SUPERCENTER,102.75,0
3/10/2020,SAFEWAY FUEL,27.78,0
3/10/2020,ALBERTSONS,35.77,0
3/10/2020,FAR EAST,12.33,0
3/10/2020,WASTATETREASURER PAYROLL,,2877.6
3/9/2020,THE PATHFINDER,95.85,0
3/9/2020,THE WAYSIDE,10.58,0
3/9/2020,PHO TAI,14.64,0
3/9/2020,TELLER DEPOSIT,,100
3/9/2020,Check Deposit,,105.93
3/9/2020,TELLER DEPOSIT,,1500
3/7/2020,TST JAMBA,12.4,0
3/7/2020,SAFEWAY,13.57,0
3/6/2020,Check,1545,0
3/6/2020,Check,10,0
3/6/2020,Check,80,0
3/6/2020,FIRST MEDIA,29,0
3/6/2020,PANDA EXPRESS,22.08,0
3/5/2020,Check,225.97,0
3/5/2020,PHO TAI,14.64,0
3/5/2020,SQ TAYLOR,10.84,0
3/5/2020,ALBERTSONS,21.8,0
3/5/2020,D JWALLSTJOUR,38.99,0
3/5/2020,KFC E,4.91,0
3/4/2020,SQ THE,8.2,0
3/4/2020,ELEVEN OLYMPIA,6.49,0
3/4/2020,RALPH'S THRIFTWA,6.97,0
3/4/2020,RALPH'S THRIFTWA,20.31,0
3/3/2020,MECONI'S SUBS,22.77,0
3/3/2020,FREDMEYER,112.65,0
3/3/2020,MCDONALDS,3.25,0
3/3/2020,MCDONALDS,4.14,0
3/3/2020,DAIRY QUEEN,6.21,0
3/3/2020,TACOS CALIFORNIA,23.22,0
3/2/2020,Check,20,0
3/2/2020,JCPenney CC,89,0
3/2/2020,SAIGON FUSION,26.4,0
3/2/2020,RALPH'S THRIFTWA,27.2,0
3/2/2020,JIUJITSU DYNAMI,155,0
3/2/2020,ALBERTSONS,41.93,0
3/2/2020,TACO TIME,12.77,0
3/2/2020,RALPH'S THRIFTWA,9.67,0
3/2/2020,SQ SAN,17.05,0
3/2/2020,PHO TAI,31.83,0
3/2/2020,SHELL OIL,33.71,0
3/2/2020,INFERNOS,10.88,0
3/2/2020,ALBERTSONS,155.17,0
3/2/2020,URBAN MKT,16.56,0
3/2/2020,STIA PUBLIC,10,0
3/2/2020,TST JAMBA,11.31,0
3/2/2020,ALBERTSONS,,8.98
2/29/2020,RALPH'S THRIFTWA,17.48,0
2/29/2020,SHARIS OF,21.01,0
2/29/2020,EXXONMOBIL,5.69,0
2/29/2020,COMCAST CABLE,95.25,0
2/29/2020,NETFLIX COM,17.48,0
2/29/2020,PANDA EXPRESS,24.05,0
2/28/2020,SERVICE FEE,8,0
2/28/2020,INTEREST PAID,,0.06
2/28/2020,SQ TAYLOR,2.73,0
2/28/2020,SHELL OIL,17.31,0
2/28/2020,FEDEX OFFIC,7.21,0
2/28/2020,COSTCO WHSE,97.32,0
2/28/2020,COSTCO WHSE,1.64,0
2/28/2020,EASTSIDE BIG,5.01,0
2/28/2020,FIRST MEDIA,29,0
2/27/2020,RALPH'S THRIFTWA,13.17,0
2/27/2020,SUPER SUPPLEMENT,115.18,0
2/27/2020,KTOWN BRUNCH,16.7,0
2/27/2020,FRED M,25.06,0
2/27/2020,FREDMEYER,144.47,0
2/27/2020,ALBERTSONS,30.98,0
2/27/2020,FIRST MEDIA,29,0
2/27/2020,HEAVENLY DONUTS,2.24,0
2/27/2020,HOWARDS CLEANERS,8.65,0
2/27/2020,RITE AID,172.87,0
2/26/2020,COAST NATL,367.69,0
2/26/2020,PHO TAI,19.79,0
2/26/2020,RALPH'S THRIFTWA,6.99,0
2/26/2020,MCDONALDS,3.26,0
2/26/2020,SPRINT STORE,104.93,0
2/26/2020,USPS PO,7.75,0
2/25/2020,SQ TAYLOR,9.2,0
2/25/2020,MCDONALDS,1.09,0
2/25/2020,EL SARAPE,18.38,0
2/25/2020,WASTATETREASURER PAYROLL,,2877.72
2/24/2020,PHO TAI,14.64,0
2/24/2020,MCDONALDS,1.09,0
2/24/2020,MINCE MERCANTILE,13.65,0
2/24/2020,COSTCO WHSE,11.88,0
2/24/2020,COSTCO WHSE,4.36,0
2/24/2020,ELEVEN OLYMPIA,9.03,0
2/24/2020,VICS PIZZERIA,4.97,0
2/24/2020,RALPH'S THRIFTWA,19.66,0
2/24/2020,DAIRY QUEEN,3.71,0
2/24/2020,SHELL OIL,15.49,0
2/24/2020,ALBERTSONS,42.86,0
2/24/2020,EMPERORS PALACE,42.43,0
2/22/2020,GOOGLE YouTube,4.31,0
2/22/2020,EHARMONY,91.68,0
2/22/2020,FAR EAST,12.33,0
2/21/2020,FRED M,35.67,0
2/21/2020,FREDMEYER,107.43,0
2/21/2020,MCDONALDS,5.62,0
2/21/2020,RALPH'S THRIFTWA,13.85,0
2/21/2020,FIRST MEDIA,29,0
2/21/2020,PILOT TUMWATER,3.6,0
2/20/2020,MCDONALDS,10.69,0
2/19/2020,Check,135.94,0
2/19/2020,SouthSoundYMCA PURCHASE,72.9,0
2/19/2020,PHO TAI,14.64,0
2/19/2020,SQ TAYLOR,9.74,0
2/19/2020,ALBERTSONS,6.18,0
2/19/2020,USPS PO,7.75,0
2/18/2020,RALPH'S THRIFTWA,15.15,0
2/18/2020,RALPH'S THRIFTWA,9.34,0
2/18/2020,VICS PIZZERIA,9.33,0
2/18/2020,DAIRY QUEEN,4.69,0
2/18/2020,SAIGON FUSION,12.91,0
2/17/2020,THE PATHFINDER,135.95,0
2/17/2020,SQ TAYLOR,2.73,0
2/17/2020,EXXONMOBIL,17.93,0
2/17/2020,OLYMPIA FOOD,28.26,0
2/17/2020,COSTCO WHSE,67.81,0
2/17/2020,BJJ FANATICS,47,0
2/17/2020,GOOGLE YouTube,4.31,0
2/17/2020,MCDONALDS,2.18,0
2/17/2020,PHO TAI,14.09,0
2/17/2020,PHO TAI,14.64,0
2/17/2020,STARBUCKS STORE,7.03,0
2/17/2020,ALBERTSONS,18.82,0
2/17/2020,FREDMEYER,124.4,0
2/17/2020,FRED M,25.58,0
2/15/2020,MCDONALDS,2.15,0
2/15/2020,MCDONALDS,4.14,0
2/15/2020,FRESH ROLLS,7.58,0
2/15/2020,SUSHI REVOLUTION,24.39,0
2/15/2020,FIRST MEDIA,29,0
2/15/2020,TACOMA LASER,100,0
2/15/2020,MECONI'S SUBS,8.92,0
2/14/2020,STORMANS INC,20.13,0
2/14/2020,DP,20.15,0
2/14/2020,TST JAMBA,2.71,0
2/14/2020,ALBERTSONS,14.89,0
2/13/2020,SAIGON FUSION,15.12,0
2/13/2020,PHO TAI,32.38,0
2/13/2020,FITNESS SINGLES,39.99,0
2/13/2020,DUPONT GROCERY,1.48,0
2/13/2020,WWWZOOSKCOM SAN,65.29,0
2/12/2020,FREDMEYER,45.43,0
2/12/2020,ALBERTSONS,21.32,0
2/12/2020,FRED M,32.21,0
2/12/2020,FREDMEYER,46.92,0
2/12/2020,AWWAORG,525,0
2/12/2020,Cash Withdrawal,350,0
2/11/2020,STORMANS INC,7.76,0
2/11/2020,LA FIT,53.56,0
2/11/2020,MCDONALDS,2.71,0
2/11/2020,LA FITNESS,21.85,0
2/11/2020,LA FITNESS,393.48,0
2/11/2020,SHELL OIL,15.15,0
2/11/2020,AMAZON,69.41,0
2/11/2020,FAR EAST,12.33,0
2/11/2020,TACOS CALIFORNIA,10.69,0
2/10/2020,FRED MEYER,110.37,0
2/10/2020,PHO TAI,14.29,0
2/10/2020,FREDMEYER,25.39,0
2/10/2020,DAIRY QUEEN,3.71,0
2/10/2020,THE LEMONGRASS,21.98,0
2/10/2020,FEDEX OFFIC,16.34,0
2/10/2020,CONCERNEDPATRIOT,39.97,0
2/10/2020,COSTCO WHSE,4.36,0
2/10/2020,COSTCO WHSE,15.97,0
2/10/2020,TST JAMBA,12.4,0
2/10/2020,WASTATETREASURER PAYROLL,,3228.1
2/8/2020,ELEVEN OLYMPIA,4.19,0
2/8/2020,FREDMEYER,56.47,0
2/8/2020,TACOS CALIFORNIA,11.69,0
2/7/2020,MCDONALDS,6.54,0
2/7/2020,FIRST MEDIA,29,0
2/7/2020,Check Deposit,,150
2/7/2020,Check Deposit,,500
2/6/2020,Check,1545,0
2/6/2020,Check,18.07,0
2/6/2020,Check,20.83,0
2/6/2020,FREDMEYER,116.6,0
2/6/2020,PHO TAI,28.71,0
2/6/2020,SQ WAGNER'S,13.8,0
2/6/2020,MCDONALDS,2.71,0
2/6/2020,SHELL OIL,18.28,0
2/6/2020,ALBERTSONS,24.91,0
2/6/2020,SPRINT WIRELESS,8.08,0
2/6/2020,COMCAST BELLINGH,178.34,0
2/6/2020,AWWAORG,525,0
2/5/2020,PHO TAI,19.99,0
2/5/2020,RALPH'S THRIFTWA,8.04,0
2/5/2020,FREDMEYER,30,0
2/5/2020,CASA MIA,10.84,0
2/5/2020,D JWALLSTJOUR,38.99,0
2/5/2020,AMAZON,45.77,0
2/5/2020,EASTSIDE BIG,5.92,0
2/5/2020,EMPERORS PALACE,15.85,0
2/4/2020,Check,85.83,0
2/4/2020,STORMANS INC,144.71,0
2/4/2020,BAYVIEW THRIFTWA,60.81,0
2/4/2020,TARGET T,16.25,0
2/4/2020,AMAZON,3.4,0
2/4/2020,TACOS CALIFORNIA,10.69,0
2/4/2020,Transfer Deposit,,1000
2/3/2020,SHELL OIL,16.08,0
2/3/2020,SUBWAY OLYMPIA,27.95,0
2/3/2020,HAIR MASTERS,17.98,0
2/3/2020,DAIRY QUEEN,8.94,0
2/3/2020,JIUJITSU DYNAMI,155,0
2/3/2020,BJJ FANATICS,77,0
2/3/2020,TELLER DEPOSIT,,2000
2/1/2020,MCDONALDS,2.71,0
2/1/2020,SPAR CAFE,53.72,0
2/1/2020,ALBERTSONS,15.47,0
2/1/2020,FAR EAST,12.33,0
2/1/2020,BJJ FANATICS,201,0
